user_id,isbn,rating,title,author,year,publisher
278026,0671001795,8,Two for the Dough,Janet Evanovich,1996,Pocket
278026,0684810387,8,MOONLIGHT BECOMES YOU,Mary Higgins Clark,1996,Simon & Schuster
278026,0743206045,7,Daddy's Little Girl,Mary Higgins Clark,2002,Simon & Schuster
278137,0345337662,7,Interview with the Vampire,Anne Rice,1993,Ballantine Books
278137,0380600129,8,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy
278137,0440940001,8,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf
278137,0446606812,7,Message in a Bottle,Nicholas Sparks,1999,Warner Vision
278137,0804106304,8,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
278137,1558744150,9,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
278137,1558745017,8,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications
278188,0156005891,8,Eden Close,Anita Shreve,1998,Harvest Books
278188,0373218192,7,Engaging The Enemy,Nora Roberts,2003,Silhouette
278188,0373244487,6,Cordina's Crown Jewel,Nora Roberts,2002,Silhouette
278188,0373484003,7,Irish Hearts,Nora Roberts,2000,Silhouette
278188,0440122090,4,Echoes,Maeve Binchy,1989,Dell
278188,044022103X,8,One True Thing,Anna Quindlen,1995,Dell
278188,0440223571,9,This Year It Will Be Different: And Other Stories,Maeve Binchy,1997,Dell
278188,0440225701,9,The Street Lawyer,JOHN GRISHAM,1999,Dell
278188,0446603589,9,Absolute Power,David Baldacci,1996,Warner Books
278202,014025448X,2,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
278202,0385324057,3,Summer Sisters,Judy Blume,1998,Delacorte Press
278202,0385497466,3,The Brethren,JOHN GRISHAM,2000,Doubleday
278202,0446527017,1,Standoff,Sandra Brown,2000,Warner Books
278202,0671510126,10,The Good Earth (Enriched Classics),Pearl S. Buck,1994,Pocket
278202,0743206029,8,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,Simon & Schuster
278221,0440216745,7,Whispers,BELVA PLAIN,1994,Dell
278221,0446613436,7,The Guardian,Nicholas Sparks,2004,Warner Books
278221,0553582755,9,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books
278221,0743460529,8,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket
278221,0804106304,9,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
278356,0312265859,7,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press
278356,0374270325,9,A Man in Full,Tom Wolfe,1998,Farrar Straus & Giroux
278356,0439064872,8,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic
278356,0439136369,10,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic
278356,0439139600,10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks
278356,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
278356,0671016768,8,Bloodstream,Tess Gerritsen,1999,Pocket
278418,0394800168,10,Green Eggs and Ham (I Can Read It All by Myself Beginner Books),Dr. Seuss,1960,Random House Books for Young Readers
278418,0394820371,8,The Phantom Tollbooth,Norton Juster,1993,Yearling Books
278418,042513525X,5,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group
278418,0425140032,5,Dragon Tears,Dean R. Koontz,1995,Berkley Publishing Group
278418,0425178102,7,Big Trouble,Dave Barry,2001,Berkley Publishing Group
278418,042518630X,7,Purity in Death,J.D. Robb,2002,Berkley Publishing Group
278418,0440207622,7,Daddy,DANIELLE STEEL,1990,Dell
278418,0515130389,8,Carolina Moon,Nora Roberts,2001,Jove Books
278418,0515131229,8,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books
278582,0312980140,7,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks
278582,0312983298,3,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
278582,0312983867,7,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
278582,0312990456,5,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
278582,0345350499,10,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,Del Rey
278582,0425191583,8,Imitation in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,2004,Berkley Publishing Group
278582,0449221512,8,I Is for Innocent,Sue Grafton,1994,Fawcett Books
278582,0451202503,10,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book
278582,0671001795,8,Two for the Dough,Janet Evanovich,1996,Pocket
278582,1400034779,10,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
278633,0060987561,10,I Know This Much Is True,Wally Lamb,1999,Regan Books
278633,0140244824,7,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
278633,014028009X,2,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books
278633,0140296298,7,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio,2001,Penguin Books
278633,0142000205,7,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
278633,0316096199,8,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books
278633,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
278633,0316899984,7,"River, Cross My Heart",Breena Clarke,1999,Little Brown & Company
278633,0375703063,7,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books
278633,0440226430,9,Summer Sisters,Judy Blume,1999,Dell Publishing Company
278633,0440514428,9,Cold Sassy Tree,Olive Ann Burns,1986,Dell Publishing Company
278633,0446679593,8,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books
278633,0449907481,6,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books
278633,0451163524,5,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book
278633,0515131083,10,Plantation: A Lowcountry Tale,Dorothea Benton Frank,2001,Jove Books
278633,0553278355,8,The Bell Jar,Sylvia Plath,1983,Bantam
278633,0671038184,8,Jewel,Bret Lott,1999,Washington Square Press
278633,0684814994,10,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon & Schuster
278633,0688170528,8,The Pact: A Love Story,Jodi Picoult,1999,Quill
278633,0743225082,7,Man and Boy: A Novel,Tony Parsons,2002,Touchstone
278843,0060173289,9,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins
278843,0060517794,7,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch
278843,014028009X,8,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books
278843,0142000205,9,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
278843,0399146431,9,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group
278843,0440211263,7,Circle of Friends,Maeve Binchy,1991,Dell
278843,0553274503,8,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,Bantam
278843,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
278843,0679412956,8,Lasher,Anne Rice,1993,Alfred A. Knopf
278843,0767902890,9,The Things They Carried,TIM O'BRIEN,1998,Broadway
278843,0786881852,8,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
242,0553278223,10,The Martian Chronicles,RAY BRADBURY,1984,Spectra
254,0064471047,7,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,1994,HarperCollins
254,0142001740,9,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
254,0380789035,10,American Gods,Neil Gaiman,2002,HarperTorch
254,0380973650,9,American Gods: A Novel,Neil Gaiman,2001,William Morrow
254,0399146431,9,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group
254,0439064864,9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
254,0439064872,9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic
254,0439136350,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic
254,0439136369,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic
254,0439139597,9,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic
254,0451167317,8,The Dark Half,Stephen King,1994,Signet Book
254,0451524934,9,1984,George Orwell,1990,Signet Book
254,0451526341,8,Animal Farm,George Orwell,2004,Signet
254,0590353403,9,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic
254,0618002219,9,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company
254,0618002227,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999,Houghton Mifflin Company
254,0671021001,7,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
254,0679879242,8,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1996,Knopf Books for Young Readers
507,0140230165,7,The Te of Piglet,Benjamin Hoff,1993,Penguin Books
507,0142001740,10,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
507,0451184718,9,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book
507,0553564528,7,Guilty as Sin,TAMI HOAG,1997,Bantam
507,0553575538,7,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books
507,0553576801,7,The Perfect Husband,LISA GARDNER,1997,Bantam
507,055357695X,7,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books
507,0553583441,7,Touching Evil,Kay Hooper,2001,Bantam Books
507,0553583468,7,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)",Kay Hooper,2002,Bantam Books
638,0316603287,9,The Lake House,James Patterson,2003,"Little, Brown"
638,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
638,0316693006,10,Four Blind Mice,James Patterson,2002,"Little, Brown"
638,0316693200,9,2nd Chance,James Patterson,2002,"Little, Brown"
638,0316769487,10,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown"
638,0316776963,10,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
638,0316779423,10,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995,Back Bay Books
638,0316779490,9,Naked,David Sedaris,1997,Little Brown & Co
638,0316789089,10,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
638,0316969443,10,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown"
638,0345339711,10,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey
638,0385420161,9,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books
638,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday
638,0385505833,10,Skipping Christmas,JOHN GRISHAM,2001,Doubleday
638,0425184129,9,Big Trouble,Dave Barry,2002,Berkley Publishing Group
638,0446523569,10,Message in a Bottle,Nicholas Sparks,1998,Warner Books
638,0446525502,9,The Rescue,Nicholas Sparks,2000,Warner Books
638,0446525537,9,A Walk to Remember,Nicholas Sparks,1999,Warner Books
638,0446527793,10,The Guardian,Nicholas Sparks,2003,Warner Books
638,0446531332,10,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books
638,0670892963,7,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
638,0671042556,9,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria
638,0679442790,10,The Reader,Bernhard Schlink,1997,Random House
638,0679746048,7,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage
638,0743406176,10,If Only It Were True,Marc Levy,2000,Atria
643,0061092606,8,Sacred Clowns (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1994,HarperTorch
643,0671894455,7,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket
643,0743222229,8,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg,2001,Fireside
643,1853260002,2,Pride & Prejudice (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company
643,2253063339,10,Les Fourmis,Bernard Werber,2002,LGF
651,0060934719,8,stardust,Neil Gaiman,2001,Perennial
651,0425142485,6,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group
709,0316666343,3,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
709,0345391802,7,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books
709,0440219078,10,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf
805,0060256672,10,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins
805,0060928336,7,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
805,0140077022,10,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books
805,0156027321,9,Life of Pi,Yann Martel,2003,Harvest Books
805,0316777730,7,Naked,David Sedaris,1998,Back Bay Books
805,038001503X,10,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books
805,039592720X,9,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
805,0440215625,8,Dragonfly in Amber,DIANA GABALDON,1993,Dell
805,0452282152,8,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books
805,0553268449,8,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
805,0671003755,8,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
805,0679732764,10,Invisible Man,Ralph Ellison,1995,Vintage Books USA
805,0877733759,10,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
882,0064401847,10,Bridge to Terabithia,Katherine Paterson,1987,HarperTrophy
882,0373218400,5,Table For Two,Nora Roberts,2002,Silhouette
882,0373484224,7,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette
882,0380018179,10,The Thorn Birds,Colleen McCullough,1978,Avon
882,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday
882,0425179672,10,The River King,Alice Hoffman,2001,Berkley Publishing Group
882,0440235162,10,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
882,0515135062,6,Three Fates,Nora Roberts,2004,Jove Books
882,0517556278,8,Mammoth Hunters (Earth's Children),Jean M. Auel,1990,Crown Publishers
882,0553250426,10,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books
882,0553280589,10,Eva Luna,Isabel Allende,1989,Bantam Books
882,0553572997,10,The Alienist,Caleb Carr,1995,Bantam Books
882,067101420X,4,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,Pocket
882,0679429220,9,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House
882,067976402X,10,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
882,0743457943,5,Trading Places,Fern Michaels,2003,Pocket Star
929,0385314744,7,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,Delacorte Press
929,0439404371,8,The Thief Lord,Cornelia Funke,2002,Scholastic
929,0440224624,6,The Loop,Nicholas Evans,1999,Dell Publishing Company
929,0451169530,6,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
929,0553234811,6,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983,Bantam Doubleday Dell
929,0553296981,10,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
929,0671617028,8,The Color Purple,Alice Walker,1985,Pocket Books
1025,0060928336,5,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
1025,0142000663,10,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books
1025,0380012863,8,Jonathan Livingston Seagull,Richard Bach,1976,Avon
1025,0394404289,9,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf
1025,0552996009,9,Notes From a Small Planet,Bill Bryson,0,Bantam Doubleday Dell
1025,0552998001,9,Blackberry Wine,Joanne Harris,2001,Black Swan
1025,068484267X,9,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner
1025,0743225082,8,Man and Boy: A Novel,Tony Parsons,2002,Touchstone
1131,0060934417,8,Bel Canto: A Novel,Ann Patchett,2002,Perennial
1131,0060976845,7,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial
1131,0070212570,7,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
1131,0312243022,8,The Hours : A Novel,Michael Cunningham,2000,Picador
1131,0312983824,6,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
1131,0345370805,7,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books
1131,0375703055,7,Ellen Foster,Kaye Gibbons,1997,Vintage Books
1131,0385480016,9,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor
1131,0394758285,7,The Big Sleep,Raymond Chandler,1992,Vintage Books USA
1131,0446672211,7,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
1131,0446673544,5,Sex & the City,Candace Bushnell,1997,Warner Books
1131,0449149676,7,On Mystic Lake,Kristin Hannah,2000,Ballantine Books
1131,0671004565,6,We'll Meet Again,Mary Higgins Clark,2000,Pocket
1131,0671793489,7,All Around the Town,Mary Higgins Clark,1993,Pocket Star
1131,0679772677,7,A Civil Action,JONATHAN HARR,1996,Vintage
1131,0743418174,7,Good in Bed,Jennifer Weiner,2002,Washington Square Press
1211,0099771519,9,Memoirs of a Geisha Uk,Arthur Golden,0,Trafalgar Square
1211,0385504209,9,The Da Vinci Code,Dan Brown,2003,Doubleday
1211,2070360024,8,"L'Etranger (Collection Folio, 2)",Albert Camus,1990,Gallimard Jeunesse
1248,0449912558,10,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books
1248,0553580272,10,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books
1424,0060512822,7,The Poisonwood Bible,Barbara Kingsolver,2003,HarperTorch
1424,0060930535,7,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
1424,0061015725,8,Prey,Michael Crichton,2003,Avon Books
1424,0061097314,5,The Bean Trees,Barbara Kingsolver,1998,HarperTorch
1424,0099771519,8,Memoirs of a Geisha Uk,Arthur Golden,0,Trafalgar Square
1424,0142001430,7,Year of Wonders,Geraldine Brooks,2002,Penguin Books
1424,0151002290,6,East of the Mountains,David Guterson,1999,Harcourt
1424,0156001314,8,The Name of the Rose: including Postscript to the Name of the Rose,Umberto Eco,1994,Harvest Books
1424,0385720106,7,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday
1424,0671776134,8,Plain Truth,Jodi Picoult,2001,Washington Square Press
1424,0767902521,8,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books
1424,0804106304,6,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
1435,0060915544,10,The Bean Trees,Barbara Kingsolver,1989,Perennial
1435,0345378490,5,Congo,Michael Crichton,1995,Ballantine Books
1435,0345387651,5,The Cider House Rules,John Irving,1994,Ballantine Books
1435,0399133143,5,The Tommyknockers,Stephen King,1987,Putnam Pub Group
